port_type.keys,port_type.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,choice.keys,choice.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prompt,opt_a,opt_b,correct,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt
0,44.0342,5db9051361dab0000c7b51f4,001,2022-09-19_19h18.53.598,rothman_exp,2022.2.3,Win32,59.49193884,,,,,,,,,,,,,,,,,,,,,,
,,5db9051361dab0000c7b51f4,001,2022-09-19_19h18.53.598,rothman_exp,2022.2.3,Win32,59.49193884,1,12.5825,0,0,0,8,1,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,,,,,,,,,,,
,,5db9051361dab0000c7b51f4,001,2022-09-19_19h18.53.598,rothman_exp,2022.2.3,Win32,59.49193884,1,7.2509,0,1,1,6,1,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,,,,,,,,,,,
,,5db9051361dab0000c7b51f4,001,2022-09-19_19h18.53.598,rothman_exp,2022.2.3,Win32,59.49193884,0,6.3519,0,2,2,2,1,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,,,,,,,,,,,
,,5db9051361dab0000c7b51f4,001,2022-09-19_19h18.53.598,rothman_exp,2022.2.3,Win32,59.49193884,1,9.3325,0,3,3,0,1,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)",super-heróis valentes,valentes super-heróis,opt_b,,,,,,,,,,,
,,5db9051361dab0000c7b51f4,001,2022-09-19_19h18.53.598,rothman_exp,2022.2.3,Win32,59.49193884,0,3.5779,0,4,4,3,1,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,,,,,,,,,,,
,,5db9051361dab0000c7b51f4,001,2022-09-19_19h18.53.598,rothman_exp,2022.2.3,Win32,59.49193884,1,4.9297,0,5,5,9,1,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,,,,,,,,,,,
,,5db9051361dab0000c7b51f4,001,2022-09-19_19h18.53.598,rothman_exp,2022.2.3,Win32,59.49193884,0,6.6439,0,6,6,4,1,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,,,,,,,,,,,
,,5db9051361dab0000c7b51f4,001,2022-09-19_19h18.53.598,rothman_exp,2022.2.3,Win32,59.49193884,1,6.9147,0,7,7,5,1,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,,,,,,,,,,,
,,5db9051361dab0000c7b51f4,001,2022-09-19_19h18.53.598,rothman_exp,2022.2.3,Win32,59.49193884,0,6.1938,0,8,8,1,1,Esse livro é a edição do ano passado - precisamos do ________,Livro novo,livro novo,opt_b,,,,,,,,,,,
,,5db9051361dab0000c7b51f4,001,2022-09-19_19h18.53.598,rothman_exp,2022.2.3,Win32,59.49193884,1,10.2441,0,9,9,7,1,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,,,,,,,,,,,
,,5db9051361dab0000c7b51f4,001,2022-09-19_19h18.53.598,rothman_exp,2022.2.3,Win32,59.49193884,,,,,,,,,,,,space,2.2708,,,,,,,,,
,,5db9051361dab0000c7b51f4,001,2022-09-19_19h18.53.598,rothman_exp,2022.2.3,Win32,59.49193884,,,,,,,,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,,,0,14.2697,0,0,0,5,1,,
,,5db9051361dab0000c7b51f4,001,2022-09-19_19h18.53.598,rothman_exp,2022.2.3,Win32,59.49193884,,,,,,,,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,,,0,14.4449,0,1,1,0,1,,
,,5db9051361dab0000c7b51f4,001,2022-09-19_19h18.53.598,rothman_exp,2022.2.3,Win32,59.49193884,,,,,,,,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,,,1,12.4282,0,2,2,4,1,,
,,5db9051361dab0000c7b51f4,001,2022-09-19_19h18.53.598,rothman_exp,2022.2.3,Win32,59.49193884,,,,,,,,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,,,0,8.6367,0,3,3,2,1,,
,,5db9051361dab0000c7b51f4,001,2022-09-19_19h18.53.598,rothman_exp,2022.2.3,Win32,59.49193884,,,,,,,,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,,,1,12.7016,0,4,4,9,1,,
,,5db9051361dab0000c7b51f4,001,2022-09-19_19h18.53.598,rothman_exp,2022.2.3,Win32,59.49193884,,,,,,,,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,,,1,6.6829,0,5,5,8,1,,
